"","RR9_TMS_FLT_F1","RR9_TMS_FLT_F10","RR9_TMS_FLT_F2","RR9_TMS_FLT_F3","RR9_TMS_FLT_F4","RR9_TMS_FLT_F5","RR9_TMS_FLT_F6","RR9_TMS_FLT_F7","RR9_TMS_FLT_F8","RR9_TMS_FLT_F9","RR9_TMS_GC_G1","RR9_TMS_GC_G10","RR9_TMS_GC_G2","RR9_TMS_GC_G3","RR9_TMS_GC_G4","RR9_TMS_GC_G5","RR9_TMS_GC_G6","RR9_TMS_GC_G7","RR9_TMS_GC_G8","RR9_TMS_GC_G9"
"ENSMUSG00000115108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2
"ENSMUSG00000115109",0,0,0,4,1,0,0,0,0,8,5,0,40,33,0,33,1,1,41,0
"ENSMUSG00000115110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115111",31,37,32,16,17,16,2,99,1,40,87,30,310,105,19,299,10,106,157,14
"ENSMUSG00000115112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000115117",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115119",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"ENSMUSG00000115120",0,0,0,0,7,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115124",12,0,0,13,0,0,0,0,1,0,0,6,4,0,0,9,1,0,9,0
"ENSMUSG00000115125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115127",0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0
"ENSMUSG00000115128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ENSMUSG00000115130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000115135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115137",10,9,7,0,6,1,0,3,0,1,0,2,17,15,0,20,0,0,2,6
"ENSMUSG00000115138",0,17,0,0,0,0,1,14,0,5,1,0,1,0,0,1,0,3,0,0
"ENSMUSG00000115139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115143",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000115144",12,14,0,4,0,0,0,4,0,0,0,10,13,7,0,0,1,0,8,18
"ENSMUSG00000115145",27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0
"ENSMUSG00000115146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115148",48,7,4,14,27,14,0,14,14,36,26,24,26,3,5,41,4,11,38,17
"ENSMUSG00000115149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115150",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"ENSMUSG00000115151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0
"ENSMUSG00000115152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115153",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000115154",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ENSMUSG00000115155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115157",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"ENSMUSG00000115158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115160",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115161",0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ENSMUSG00000115162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000115164",0,0,0,23,0,2,0,9,0,17,4,23,4,3,0,0,21,2,14,0
"ENSMUSG00000115165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115167",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ENSMUSG00000115168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115173",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115184",1,0,6,0,16,10,0,0,0,9,1,1,0,0,2,19,0,0,0,0
"ENSMUSG00000115185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115186",0,0,0,0,9,0,0,0,0,0,0,0,1,12,0,26,13,0,0,0
"ENSMUSG00000115187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115188",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000115190",0,0,11,1,0,0,0,8,7,7,9,3,0,0,5,12,0,72,0,0
"ENSMUSG00000115191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115193",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
"ENSMUSG00000115194",0,2,1,0,0,0,1,0,2,0,5,0,16,1,1,17,0,1,1,0
"ENSMUSG00000115195",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000115196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115200",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115204",0,0,0,3,9,15,6,0,0,1,3,8,3,23,0,0,0,16,0,0
"ENSMUSG00000115205",0,0,0,2,1,0,0,0,0,2,3,0,20,1,0,6,0,1,0,0
"ENSMUSG00000115206",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115210",0,0,12,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,11
"ENSMUSG00000115211",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000115217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115219",1,0,2,36,7,1,2,2,0,20,79,1,231,26,19,103,2,12,13,31
"ENSMUSG00000115220",0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,9,0,0,0
"ENSMUSG00000115221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115222",0,7,7,6,4,0,19,11,1,10,25,7,54,22,9,62,15,11,10,14
"ENSMUSG00000115223",0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,1,0,8,0,0
"ENSMUSG00000115224",10,2,4,19,3,2,4,10,14,11,0,8,9,21,6,8,4,4,14,3
"ENSMUSG00000115225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115230",0,0,0,3,0,0,0,0,0,0,0,0,1,47,0,8,0,0,1,0
"ENSMUSG00000115231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115234",0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000115236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115238",0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000115239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115240",8,0,0,25,9,2,0,4,33,0,0,0,60,2,0,0,0,21,0,5
"ENSMUSG00000115241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115243",0,0,0,0,0,0,12,30,0,0,0,0,1,0,0,0,0,4,0,0
"ENSMUSG00000115244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"ENSMUSG00000115246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115247",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0
"ENSMUSG00000115248",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0
"ENSMUSG00000115249",0,0,14,0,6,0,13,12,0,0,0,5,18,9,0,1,0,1,0,0
"ENSMUSG00000115250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ENSMUSG00000115251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115252",2,0,1,1,21,11,0,14,3,46,0,1,48,13,14,1,10,3,27,0
"ENSMUSG00000115253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115257",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0
"ENSMUSG00000115258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115263",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115264",0,2,0,5,0,0,0,3,12,1,2,22,14,4,1,7,18,0,1,0
"ENSMUSG00000115265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115269",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115270",0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115271",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000115272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115275",0,0,4,7,0,1,0,10,0,0,0,1,13,0,0,0,6,0,0,0
"ENSMUSG00000115276",56,39,106,15,43,36,67,100,47,70,48,77,160,103,70,93,94,40,133,37
"ENSMUSG00000115277",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115278",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115280",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"ENSMUSG00000115281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115283",0,0,0,1,0,0,0,0,0,15,0,0,1,5,0,0,0,4,0,0
"ENSMUSG00000115284",1,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0
"ENSMUSG00000115285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115296",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
"ENSMUSG00000115303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115306",0,0,0,0,0,1,10,0,0,0,19,8,8,26,12,6,10,0,43,0
"ENSMUSG00000115307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115311",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115312",0,0,0,1,0,0,0,1,0,2,0,2,16,8,0,7,0,0,1,0
"ENSMUSG00000115313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115314",16,31,4,9,1,1,0,13,0,47,3,19,16,0,2,4,7,20,1,0
"ENSMUSG00000115315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115316",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115317",1,0,0,1,0,0,0,4,0,0,21,0,12,5,0,16,1,0,1,0
"ENSMUSG00000115318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115324",0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000115325",2,0,3,0,0,0,8,3,4,0,0,0,13,0,0,11,4,2,0,0
"ENSMUSG00000115326",0,0,0,0,0,0,5,2,0,0,0,0,0,6,1,0,0,1,0,0
"ENSMUSG00000115327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115332",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0
"ENSMUSG00000115333",0,0,0,0,0,0,0,2,0,0,0,0,17,2,0,28,7,4,0,0
"ENSMUSG00000115334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115338",36,82,31,151,48,57,11,152,36,104,233,74,1043,172,95,518,110,144,380,40
"ENSMUSG00000115339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000115340",0,2,1,0,0,0,12,0,0,0,0,0,0,10,4,0,0,0,0,0
"ENSMUSG00000115341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"ENSMUSG00000115346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115347",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000115348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115355",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115358",26,30,39,43,28,18,28,64,14,65,128,52,440,172,52,355,63,81,158,31
"ENSMUSG00000115359",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ENSMUSG00000115360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115366",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,23,0,0
"ENSMUSG00000115367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115369",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
